Autor1,Autor2,Score
4239.0,100930.0,0.0000
3762.0,36602.0,0.0000
102731.0,84975.0,1.0000
58930.0,64087.0,1.0000
38748.0,32095.0,0.0000
122536.0,86609.0,0.0000
6831.0,63964.0,0.0000
1086.0,2211.0,0.0000
304.0,47865.0,1.0000
13219.0,35290.0,0.0000
44434.0,61157.0,0.0000
38829.0,73759.0,1.0000
127886.0,23156.0,0.0000
40682.0,89754.0,1.0000
111496.0,124126.0,0.0000
38439.0,3603.0,0.0000
112903.0,39339.0,0.0000
124529.0,27385.0,0.0000
44087.0,125910.0,0.0000
29258.0,43369.0,0.0000
81151.0,103058.0,0.0000
87497.0,101986.0,1.0000
103234.0,9389.0,1.0000
30.0,97434.0,1.0000
91401.0,102277.0,0.0000
48634.0,56612.0,0.0000
19562.0,126976.0,1.0000
67862.0,99347.0,0.0000
27385.0,131012.0,0.0000
97583.0,128204.0,0.0000
126264.0,29376.0,1.0000
7325.0,84640.0,0.0000
48703.0,125954.0,1.0000
61308.0,72236.0,1.0000
76433.0,82144.0,0.0000
89732.0,88644.0,1.0000
123421.0,4007.0,0.0000
19921.0,23121.0,1.0000
95482.0,35363.0,1.0000
100404.0,28327.0,0.0000
117370.0,16886.0,0.0000
121903.0,124824.0,1.0000
119664.0,35970.0,0.0000
30664.0,12826.0,0.0000
61461.0,2417.0,0.0000
56525.0,124158.0,0.0000
86202.0,7522.0,1.0000
14976.0,5597.0,0.0000
77208.0,86546.0,0.0000
103770.0,104467.0,1.0000
50460.0,73081.0,0.0000
51587.0,107353.0,0.0000
67299.0,102282.0,0.0000
42444.0,114152.0,1.0000
114576.0,3810.0,0.0000
1852.0,102755.0,0.0000
87160.0,91612.0,0.0000
11257.0,61290.0,0.0000
23986.0,124741.0,1.0000
112779.0,84697.0,0.0000
86651.0,23661.0,0.0000
28128.0,96351.0,0.0000
35290.0,129140.0,0.0000
129063.0,20852.0,0.0000
26988.0,26872.0,1.0000
59069.0,46400.0,0.0000
3207.0,38279.0,1.0000
87294.0,14976.0,1.0000
81387.0,44343.0,0.0000
85607.0,57150.0,0.0000
64568.0,78529.0,0.0000
109670.0,129229.0,0.0000
63299.0,47763.0,0.0000
17146.0,109432.0,0.0000
23070.0,36602.0,0.0000
75664.0,36567.0,0.0000
39365.0,12224.0,0.0000
53342.0,128358.0,0.0000
116128.0,128038.0,1.0000
61119.0,127794.0,1.0000
7894.0,112217.0,0.0000
36642.0,92516.0,0.0000
73842.0,118377.0,0.0000
66157.0,80602.0,0.0000
115218.0,129417.0,1.0000
90038.0,91586.0,1.0000
19812.0,71766.0,0.0000
40321.0,77542.0,0.0000
115543.0,82421.0,1.0000
4012.0,82657.0,0.0000
58341.0,89173.0,0.0000
82704.0,85451.0,0.0000
3634.0,84879.0,0.0000
52564.0,120494.0,0.0000
1625.0,6417.0,0.0000
79892.0,92108.0,0.0000
27915.0,130413.0,0.0000
115420.0,5379.0,0.0000
14503.0,62539.0,0.0000
69493.0,3167.0,1.0000
67716.0,111385.0,0.0000
48507.0,85990.0,1.0000
86671.0,62595.0,0.0000
45163.0,53483.0,0.0000
96083.0,128204.0,0.0000
14859.0,96118.0,0.0000
86368.0,120095.0,1.0000
97249.0,125022.0,1.0000
35811.0,12832.0,0.0000
20598.0,78328.0,0.0000
45732.0,98471.0,0.0000
18958.0,98541.0,1.0000
107436.0,27701.0,0.0000
11205.0,24847.0,0.0000
108944.0,28730.0,0.0000
77755.0,120000.0,1.0000
37858.0,38869.0,1.0000
46400.0,81151.0,0.0000
24376.0,32840.0,0.0000
101855.0,118871.0,0.0000
10639.0,39238.0,0.0000
68673.0,88596.0,0.0000
116846.0,58217.0,1.0000
83351.0,105101.0,1.0000
31304.0,46445.0,0.0000
14503.0,56985.0,0.0000
128297.0,4463.0,0.0000
44322.0,32095.0,0.0000
65337.0,66840.0,1.0000
55195.0,5783.0,0.0000
6648.0,12012.0,1.0000
128107.0,23121.0,1.0000
15826.0,84456.0,0.0000
49648.0,101024.0,0.0000
106497.0,41058.0,0.0000
12376.0,93426.0,1.0000
45580.0,49684.0,0.0000
85740.0,51358.0,0.0000
83116.0,119533.0,0.0000
9103.0,20598.0,0.0000
8273.0,58278.0,1.0000
88644.0,118396.0,1.0000
38725.0,40402.0,1.0000
22523.0,58844.0,0.0000
25850.0,96456.0,0.0000
42668.0,53761.0,0.0000
112527.0,103447.0,0.0000
53213.0,11874.0,0.0000
128957.0,71138.0,0.0000
31800.0,132888.0,1.0000
105034.0,96304.0,0.0000
125793.0,130779.0,0.0000
83051.0,6974.0,1.0000
131843.0,92248.0,0.0000
55999.0,131592.0,0.0000
55719.0,56795.0,0.0000
14528.0,86872.0,0.0000
81464.0,105439.0,1.0000
8381.0,122495.0,1.0000
113825.0,40126.0,0.0000
43160.0,2839.0,0.0000
5674.0,27563.0,1.0000
101890.0,71738.0,0.0000
57331.0,19921.0,1.0000
55837.0,6026.0,0.0000
46847.0,91586.0,0.0000
27901.0,116973.0,1.0000
43451.0,77847.0,0.0000
48043.0,92240.0,1.0000
130997.0,97469.0,0.0000
82498.0,128102.0,0.0000
51504.0,116545.0,0.0000
105901.0,77754.0,0.0000
126092.0,1231.0,0.0000
121863.0,76727.0,0.0000
54289.0,86596.0,1.0000
24583.0,54795.0,0.0000
15505.0,33757.0,0.0000
54681.0,92062.0,0.0000
81151.0,83051.0,0.0000
132842.0,36743.0,0.0000
28519.0,82897.0,1.0000
83927.0,110505.0,1.0000
99324.0,117441.0,0.0000
109732.0,29860.0,0.0000
40126.0,52192.0,0.0000
98506.0,6880.0,0.0000
43066.0,64973.0,0.0000
94376.0,8461.0,1.0000
12644.0,122914.0,0.0000
42438.0,27189.0,0.0000
43088.0,37743.0,0.0000
120112.0,62610.0,0.0000
68018.0,94357.0,1.0000
95242.0,18229.0,0.0000
9317.0,81454.0,1.0000
106274.0,6358.0,1.0000
125774.0,60174.0,0.0000
43277.0,110219.0,0.0000
112886.0,126566.0,0.0000
35907.0,108437.0,0.0000
124013.0,10713.0,0.0000
130659.0,114865.0,0.0000
56494.0,52068.0,0.0000
21718.0,118929.0,0.0000
71633.0,98698.0,0.0000
43161.0,122105.0,1.0000
26170.0,69250.0,1.0000
105191.0,108784.0,1.0000
7928.0,86000.0,1.0000
2508.0,23090.0,0.0000
100875.0,57419.0,0.0000
57649.0,58455.0,1.0000
38109.0,71494.0,0.0000
122193.0,33973.0,1.0000
50808.0,85659.0,0.0000
66256.0,9806.0,0.0000
77416.0,104467.0,1.0000
75042.0,80777.0,1.0000
8744.0,30864.0,0.0000
35907.0,14304.0,0.0000
47968.0,127886.0,1.0000
32073.0,82788.0,1.0000
1776.0,56221.0,1.0000
14186.0,108062.0,0.0000
56302.0,124529.0,0.0000
38109.0,51588.0,0.0000
1820.0,129635.0,0.0000
74361.0,129273.0,1.0000
59850.0,105118.0,0.0000
106945.0,59468.0,0.0000
109109.0,119907.0,0.0000
22560.0,113874.0,0.0000
99104.0,44091.0,0.0000
106497.0,14006.0,1.0000
26713.0,115900.0,0.0000
61461.0,70916.0,0.0000
122700.0,86901.0,0.0000
118396.0,29896.0,1.0000
73340.0,79712.0,0.0000
18459.0,40343.0,0.0000
20055.0,13259.0,1.0000
19508.0,60716.0,1.0000
124480.0,47029.0,0.0000
83720.0,11080.0,0.0000
54392.0,21816.0,0.0000
112695.0,31142.0,0.0000
58216.0,30700.0,1.0000
126737.0,353.0,0.0000
47856.0,127225.0,0.0000
101797.0,82142.0,0.0000
101744.0,120091.0,0.0000
35411.0,74380.0,1.0000
93360.0,23211.0,0.0000
121928.0,120926.0,0.0000
77229.0,120629.0,0.0000
50897.0,108737.0,0.0000
65713.0,21084.0,1.0000
44343.0,83441.0,1.0000
24674.0,28704.0,0.0000
13944.0,90822.0,0.0000
56607.0,48640.0,1.0000
120926.0,131217.0,0.0000
89732.0,53054.0,0.0000
111161.0,111600.0,0.0000
50220.0,14307.0,0.0000
117.0,103179.0,1.0000
77754.0,87046.0,0.0000
38670.0,119007.0,0.0000
56173.0,14106.0,1.0000
57035.0,126679.0,0.0000
20498.0,48549.0,1.0000
535.0,114715.0,0.0000
15765.0,56241.0,1.0000
43088.0,66724.0,0.0000
92933.0,46063.0,0.0000
49424.0,94350.0,1.0000
32267.0,108446.0,0.0000
52907.0,7521.0,0.0000
43277.0,76040.0,0.0000
12667.0,113773.0,0.0000
12644.0,37036.0,0.0000
111983.0,88648.0,1.0000
111303.0,92150.0,0.0000
64405.0,72786.0,1.0000
35991.0,36257.0,1.0000
94855.0,105359.0,0.0000
95036.0,48640.0,0.0000
35777.0,128081.0,0.0000
48703.0,86062.0,1.0000
108722.0,115700.0,0.0000
81414.0,98951.0,1.0000
93504.0,107340.0,0.0000
36098.0,90671.0,1.0000
55805.0,11006.0,0.0000
88012.0,96726.0,0.0000
106202.0,110644.0,0.0000
99104.0,114352.0,0.0000
60525.0,100353.0,1.0000
9266.0,73759.0,1.0000
32607.0,59092.0,1.0000
24500.0,122561.0,0.0000
126251.0,82130.0,0.0000
43731.0,79455.0,1.0000
91772.0,37693.0,0.0000
78598.0,117370.0,0.0000
16267.0,72434.0,1.0000
5527.0,23749.0,0.0000
67127.0,97971.0,0.0000
75003.0,84879.0,0.0000
38155.0,72650.0,0.0000
71329.0,29202.0,0.0000
34200.0,50757.0,0.0000
45920.0,120929.0,1.0000
100159.0,46152.0,0.0000
33593.0,115552.0,0.0000
13596.0,94597.0,0.0000
14186.0,27656.0,1.0000
85659.0,49737.0,0.0000
55356.0,101528.0,0.0000
5291.0,32080.0,0.0000
50427.0,51962.0,1.0000
58666.0,85750.0,1.0000
6617.0,82948.0,1.0000
101917.0,86596.0,1.0000
17318.0,79129.0,0.0000
113591.0,23559.0,0.0000
11152.0,67731.0,1.0000
19428.0,100974.0,0.0000
6000.0,116720.0,0.0000
98449.0,110542.0,0.0000
72889.0,18696.0,1.0000
15872.0,85011.0,0.0000
45242.0,76427.0,0.0000
60308.0,5233.0,1.0000
43105.0,58703.0,0.0000
35991.0,27309.0,1.0000
94022.0,107885.0,0.0000
76035.0,87129.0,1.0000
124231.0,82558.0,0.0000
73703.0,75441.0,0.0000
111943.0,122600.0,1.0000
84477.0,128086.0,1.0000
54157.0,57629.0,1.0000
11381.0,43989.0,1.0000
95828.0,105961.0,1.0000
44237.0,28062.0,0.0000
8053.0,64231.0,0.0000
62515.0,59827.0,0.0000
124529.0,125910.0,0.0000
12860.0,41574.0,0.0000
53998.0,123951.0,0.0000
93296.0,8106.0,0.0000
41473.0,73900.0,0.0000
21396.0,79028.0,0.0000
125842.0,42531.0,0.0000
70589.0,129106.0,0.0000
75847.0,34009.0,0.0000
72233.0,87214.0,0.0000
55155.0,53473.0,1.0000
38109.0,77019.0,0.0000
42821.0,123889.0,0.0000
77179.0,10905.0,0.0000
80392.0,48310.0,0.0000
116380.0,125842.0,0.0000
67299.0,114352.0,0.0000
17875.0,109834.0,1.0000
37716.0,93801.0,0.0000
103492.0,58172.0,1.0000
50820.0,59200.0,0.0000
29751.0,129075.0,0.0000
33351.0,15677.0,0.0000
100733.0,123714.0,1.0000
67755.0,95765.0,0.0000
83653.0,38374.0,0.0000
54583.0,66527.0,1.0000
43465.0,125373.0,0.0000
34975.0,109509.0,1.0000
69184.0,66300.0,0.0000
5665.0,12147.0,0.0000
121071.0,85176.0,0.0000
9557.0,58653.0,1.0000
71218.0,58136.0,0.0000
24075.0,64391.0,0.0000
96726.0,23829.0,0.0000
60598.0,61827.0,0.0000
99239.0,100394.0,0.0000
58645.0,128838.0,0.0000
11913.0,26202.0,0.0000
28064.0,98529.0,1.0000
66632.0,103218.0,0.0000
118549.0,116583.0,0.0000
79821.0,107365.0,1.0000
56398.0,49009.0,0.0000
113335.0,72783.0,0.0000
64568.0,34608.0,0.0000
47640.0,111681.0,0.0000
21512.0,85485.0,1.0000
33973.0,16092.0,1.0000
85229.0,60716.0,1.0000
63346.0,25037.0,1.0000
21786.0,105545.0,1.0000
59168.0,102876.0,1.0000
24261.0,97209.0,0.0000
92464.0,101103.0,0.0000
18923.0,119410.0,0.0000
27862.0,130230.0,0.0000
105651.0,87054.0,0.0000
72168.0,116881.0,1.0000
55494.0,10172.0,0.0000
67827.0,85363.0,0.0000
66750.0,92475.0,0.0000
117773.0,100897.0,0.0000
11257.0,76098.0,0.0000
83351.0,119413.0,1.0000
111223.0,123238.0,1.0000
60211.0,14685.0,0.0000
1324.0,32202.0,0.0000
30502.0,53427.0,0.0000
47486.0,87390.0,1.0000
39521.0,39258.0,0.0000
44011.0,78671.0,0.0000
92357.0,27862.0,0.0000
30068.0,104073.0,1.0000
41813.0,126164.0,0.0000
89969.0,64834.0,0.0000
26778.0,71072.0,1.0000
62821.0,106774.0,0.0000
92357.0,110931.0,1.0000
107436.0,99370.0,0.0000
76427.0,117259.0,0.0000
40495.0,101024.0,0.0000
70458.0,85430.0,0.0000
132390.0,97687.0,1.0000
125664.0,96729.0,0.0000
16972.0,67337.0,0.0000
4679.0,109146.0,0.0000
6058.0,125733.0,0.0000
97371.0,77789.0,0.0000
127035.0,44696.0,0.0000
79101.0,64691.0,0.0000
64367.0,125735.0,1.0000
106717.0,81925.0,1.0000
8561.0,40682.0,1.0000
41080.0,53942.0,1.0000
108248.0,79712.0,0.0000
18904.0,3001.0,0.0000
103484.0,64411.0,1.0000
54746.0,10341.0,0.0000
25732.0,119145.0,0.0000
85755.0,29751.0,0.0000
63665.0,82729.0,0.0000
3527.0,1255.0,0.0000
104802.0,118280.0,0.0000
130659.0,80585.0,1.0000
102855.0,115123.0,0.0000
35290.0,124998.0,0.0000
80646.0,109370.0,1.0000
9316.0,54173.0,1.0000
2392.0,47571.0,1.0000
16091.0,110334.0,1.0000
118286.0,25346.0,0.0000
44612.0,17939.0,0.0000
69493.0,40000.0,0.0000
53911.0,50545.0,0.0000
115209.0,62842.0,1.0000
52398.0,54795.0,0.0000
88311.0,90689.0,0.0000
111211.0,82557.0,0.0000
66200.0,98944.0,0.0000
4679.0,79811.0,0.0000
18553.0,82881.0,0.0000
2115.0,47052.0,1.0000
19325.0,56290.0,0.0000
8816.0,121112.0,1.0000
75753.0,120779.0,1.0000
24895.0,45886.0,0.0000
30195.0,43469.0,1.0000
5335.0,62821.0,0.0000
5019.0,12613.0,0.0000
15211.0,58068.0,1.0000
75690.0,106164.0,0.0000
1086.0,66535.0,0.0000
66995.0,87401.0,0.0000
115420.0,119863.0,0.0000
122153.0,44388.0,1.0000
56829.0,73053.0,0.0000
61157.0,35377.0,0.0000
94376.0,49034.0,1.0000
2839.0,18255.0,0.0000
31800.0,49242.0,1.0000
15829.0,105901.0,0.0000
65337.0,96002.0,1.0000
58651.0,104526.0,1.0000
46743.0,38533.0,0.0000
124242.0,19411.0,0.0000
52856.0,59334.0,0.0000
112848.0,129483.0,1.0000
102166.0,130438.0,0.0000
100772.0,53501.0,1.0000
18642.0,114140.0,0.0000
93426.0,129737.0,1.0000
61290.0,16019.0,0.0000
65337.0,77480.0,1.0000
18781.0,89425.0,0.0000
112750.0,66527.0,1.0000
67147.0,16276.0,0.0000
106037.0,83964.0,0.0000
132492.0,86000.0,1.0000
89458.0,103648.0,0.0000
115076.0,14956.0,0.0000
63172.0,119087.0,0.0000
65546.0,64835.0,1.0000
123389.0,113426.0,0.0000
11753.0,43929.0,0.0000
13557.0,44278.0,0.0000
39050.0,54901.0,0.0000
111496.0,48435.0,0.0000
61659.0,74939.0,0.0000
105680.0,916.0,1.0000
122272.0,110608.0,0.0000
112479.0,59626.0,1.0000
63552.0,123034.0,0.0000
45121.0,55412.0,0.0000
67299.0,85009.0,0.0000
71801.0,33798.0,0.0000
61308.0,31358.0,0.0000
6466.0,56214.0,0.0000
21912.0,23684.0,0.0000
63663.0,122461.0,1.0000
132706.0,115552.0,1.0000
111161.0,43066.0,0.0000
91215.0,55565.0,0.0000
17565.0,50188.0,0.0000
81031.0,122543.0,0.0000
80629.0,58397.0,1.0000
5555.0,98067.0,1.0000
18642.0,101744.0,0.0000
61827.0,109270.0,0.0000
9671.0,101300.0,1.0000
51062.0,113870.0,0.0000
64985.0,112344.0,1.0000
39696.0,41473.0,0.0000
9643.0,35791.0,0.0000
13773.0,49970.0,0.0000
110499.0,12890.0,0.0000
124741.0,73034.0,1.0000
124529.0,118331.0,0.0000
39460.0,73140.0,0.0000
94138.0,61929.0,0.0000
33973.0,77320.0,1.0000
68018.0,73143.0,1.0000
58278.0,125954.0,1.0000
23903.0,105423.0,0.0000
3894.0,20204.0,0.0000
58278.0,126487.0,0.0000
13112.0,105278.0,1.0000
26785.0,81881.0,0.0000
55819.0,76338.0,0.0000
23106.0,112973.0,0.0000
44365.0,17967.0,0.0000
47968.0,89732.0,1.0000
535.0,123909.0,0.0000
5866.0,62219.0,0.0000
6947.0,83259.0,1.0000
72380.0,77019.0,0.0000
43160.0,58014.0,0.0000
50686.0,53662.0,1.0000
116366.0,51704.0,1.0000
61571.0,94138.0,0.0000
42791.0,122637.0,0.0000
58749.0,75996.0,1.0000
5883.0,114430.0,1.0000
72786.0,90260.0,1.0000
94878.0,116983.0,0.0000
60717.0,124143.0,1.0000
26840.0,91221.0,0.0000
15941.0,34009.0,0.0000
83992.0,48536.0,1.0000
53703.0,10397.0,0.0000
120947.0,121891.0,0.0000
92810.0,20143.0,0.0000
38670.0,63868.0,0.0000
108535.0,130784.0,1.0000
110455.0,116893.0,0.0000
45696.0,87575.0,1.0000
8561.0,55913.0,1.0000
42062.0,51087.0,0.0000
60520.0,25338.0,0.0000
88155.0,82286.0,0.0000
121026.0,43304.0,0.0000
15973.0,93583.0,1.0000
40811.0,48868.0,1.0000
64460.0,115138.0,1.0000
109593.0,119097.0,0.0000
107306.0,47194.0,0.0000
32468.0,51437.0,1.0000
82729.0,14273.0,0.0000
98621.0,14685.0,0.0000
28002.0,65763.0,0.0000
13181.0,19167.0,1.0000
97249.0,78470.0,1.0000
62679.0,7620.0,0.0000
44785.0,90402.0,0.0000
59733.0,123238.0,1.0000
33040.0,112886.0,0.0000
128297.0,31362.0,0.0000
40855.0,40014.0,1.0000
92043.0,97209.0,0.0000
70413.0,112242.0,0.0000
129446.0,63069.0,0.0000
132492.0,50920.0,1.0000
23986.0,105901.0,0.0000
100958.0,81900.0,1.0000
42659.0,45856.0,0.0000
2166.0,18021.0,1.0000
65642.0,125022.0,1.0000
20296.0,68398.0,0.0000
107194.0,126063.0,0.0000
124741.0,116017.0,0.0000
103671.0,64456.0,1.0000
37653.0,96351.0,0.0000
109819.0,125770.0,0.0000
7205.0,59843.0,0.0000
22979.0,87485.0,0.0000
98188.0,61435.0,1.0000
42366.0,55999.0,0.0000
29606.0,105901.0,0.0000
59151.0,98417.0,1.0000
34954.0,110742.0,1.0000
74359.0,128794.0,1.0000
59326.0,95070.0,0.0000
9863.0,40270.0,0.0000
15941.0,86546.0,0.0000
97354.0,125048.0,0.0000
43066.0,5783.0,0.0000
74971.0,76975.0,0.0000
110902.0,20503.0,0.0000
44434.0,33500.0,0.0000
40393.0,106652.0,0.0000
77194.0,131704.0,0.0000
1663.0,59861.0,1.0000
88419.0,53955.0,1.0000
106918.0,132973.0,1.0000
130391.0,54860.0,1.0000
73900.0,60116.0,0.0000
71507.0,74008.0,0.0000
15973.0,17045.0,0.0000
40170.0,74259.0,0.0000
105528.0,133062.0,0.0000
2158.0,89732.0,0.0000
18553.0,71482.0,0.0000
9863.0,82009.0,0.0000
13581.0,105107.0,1.0000
58751.0,121767.0,1.0000
53795.0,116728.0,0.0000
124529.0,45269.0,0.0000
304.0,96190.0,1.0000
62821.0,89091.0,0.0000
58278.0,133023.0,1.0000
14708.0,96242.0,1.0000
25168.0,28547.0,0.0000
37264.0,124809.0,0.0000
31638.0,106392.0,0.0000
71801.0,36442.0,0.0000
36907.0,47856.0,1.0000
37858.0,63663.0,1.0000
114539.0,123790.0,1.0000
15155.0,37330.0,1.0000
45858.0,107534.0,0.0000
100352.0,95533.0,0.0000
121891.0,62659.0,0.0000
59173.0,34270.0,0.0000
83284.0,119412.0,1.0000
44434.0,56933.0,0.0000
11381.0,83371.0,1.0000
17045.0,17541.0,0.0000
2765.0,121617.0,0.0000
16190.0,101558.0,1.0000
55823.0,100795.0,1.0000
33908.0,126394.0,0.0000
39536.0,46672.0,1.0000
62116.0,131043.0,1.0000
48189.0,45384.0,0.0000
24308.0,55755.0,0.0000
75690.0,109317.0,0.0000
6000.0,99347.0,0.0000
20405.0,122394.0,0.0000
58749.0,68018.0,1.0000
13870.0,29114.0,0.0000
103264.0,115963.0,0.0000
95952.0,116404.0,1.0000
4380.0,16463.0,1.0000
85176.0,12039.0,0.0000
130997.0,115267.0,0.0000
48863.0,61157.0,0.0000
110455.0,72490.0,0.0000
117378.0,124796.0,1.0000
121189.0,123835.0,0.0000
11799.0,99825.0,1.0000
13078.0,79045.0,1.0000
9987.0,16190.0,1.0000
24442.0,52495.0,1.0000
62257.0,57660.0,1.0000
69643.0,132878.0,0.0000
1324.0,21560.0,0.0000
69090.0,122461.0,1.0000
68603.0,125316.0,0.0000
15668.0,72789.0,0.0000
117085.0,56171.0,0.0000
13889.0,82887.0,1.0000
24969.0,94679.0,1.0000
18252.0,98055.0,1.0000
88948.0,70107.0,0.0000
48546.0,82610.0,1.0000
99980.0,123909.0,0.0000
127564.0,114015.0,0.0000
43850.0,128902.0,0.0000
94517.0,11667.0,0.0000
92790.0,42001.0,0.0000
94235.0,131704.0,0.0000
84918.0,114160.0,1.0000
98571.0,116210.0,0.0000
82009.0,55886.0,1.0000
7026.0,131592.0,1.0000
69076.0,103034.0,0.0000
40666.0,85842.0,0.0000
117063.0,77504.0,0.0000
46151.0,91485.0,1.0000
89458.0,77973.0,0.0000
8978.0,114464.0,0.0000
123233.0,96848.0,0.0000
112343.0,93679.0,0.0000
128957.0,29220.0,0.0000
103894.0,114017.0,0.0000
90450.0,2630.0,0.0000
91484.0,112363.0,1.0000
33797.0,24261.0,0.0000
93504.0,17075.0,0.0000
96436.0,19888.0,0.0000
26204.0,124145.0,1.0000
58364.0,43277.0,0.0000
131565.0,105336.0,0.0000
60717.0,89460.0,1.0000
49747.0,66514.0,1.0000
21718.0,27331.0,1.0000
3539.0,10161.0,0.0000
34608.0,17983.0,0.0000
83151.0,26628.0,0.0000
51933.0,37784.0,0.0000
1713.0,66636.0,0.0000
13739.0,36744.0,0.0000
118549.0,91453.0,0.0000
2478.0,59292.0,1.0000
92163.0,73349.0,1.0000
90881.0,131717.0,1.0000
69200.0,107140.0,1.0000
5807.0,14347.0,1.0000
46259.0,55583.0,0.0000
18314.0,50122.0,1.0000
62348.0,83095.0,1.0000
8195.0,50124.0,1.0000
105680.0,49242.0,1.0000
120618.0,60975.0,1.0000
71801.0,13773.0,0.0000
35550.0,6506.0,1.0000
81564.0,53929.0,0.0000
40599.0,59801.0,0.0000
91101.0,116881.0,1.0000
68148.0,8588.0,0.0000
43160.0,51459.0,0.0000
115209.0,115900.0,0.0000
121026.0,84456.0,0.0000
85481.0,111500.0,1.0000
53703.0,82843.0,0.0000
33139.0,48957.0,1.0000
81647.0,26591.0,1.0000
18533.0,75441.0,1.0000
111082.0,17977.0,0.0000
125316.0,108780.0,0.0000
114140.0,45169.0,1.0000
112527.0,16999.0,0.0000
46042.0,6270.0,0.0000
14878.0,104316.0,0.0000
8344.0,67776.0,1.0000
29517.0,34968.0,0.0000
51631.0,47237.0,0.0000
127310.0,83453.0,0.0000
16158.0,14874.0,0.0000
92437.0,90171.0,0.0000
40495.0,49976.0,0.0000
14402.0,19819.0,1.0000
50757.0,103586.0,0.0000
2392.0,101986.0,1.0000
37479.0,41283.0,0.0000
115440.0,132982.0,1.0000
46006.0,54029.0,1.0000
84903.0,109830.0,0.0000
14824.0,35441.0,0.0000
66535.0,63422.0,0.0000
91031.0,83260.0,1.0000
36739.0,92395.0,0.0000
78810.0,121552.0,0.0000
73589.0,121403.0,0.0000
41367.0,52699.0,1.0000
65889.0,29732.0,0.0000
69643.0,1436.0,0.0000
64054.0,16190.0,0.0000
76026.0,107290.0,0.0000
96743.0,93363.0,1.0000
126394.0,94244.0,0.0000
77816.0,57150.0,0.0000
59217.0,88381.0,0.0000
10976.0,87325.0,0.0000
49307.0,115337.0,1.0000
90437.0,75098.0,0.0000
84851.0,74971.0,1.0000
40745.0,16019.0,0.0000
36471.0,11536.0,0.0000
124535.0,124638.0,1.0000
8070.0,99801.0,1.0000
13758.0,77525.0,1.0000
42438.0,123909.0,0.0000
114880.0,58648.0,0.0000
41283.0,50385.0,0.0000
98315.0,63158.0,0.0000
12756.0,52693.0,0.0000
22523.0,77959.0,0.0000
128407.0,18878.0,0.0000
33500.0,114804.0,0.0000
16429.0,33759.0,1.0000
11916.0,33364.0,1.0000
7783.0,77113.0,0.0000
5233.0,32020.0,1.0000
64293.0,88969.0,1.0000
78174.0,88482.0,1.0000
60957.0,42342.0,0.0000
75947.0,87133.0,1.0000
52202.0,66527.0,1.0000
40270.0,89093.0,0.0000
51728.0,132695.0,0.0000
87885.0,128657.0,0.0000
84456.0,18164.0,0.0000
19575.0,76672.0,0.0000
40443.0,114623.0,1.0000
68363.0,123633.0,0.0000
47337.0,94391.0,1.0000
80041.0,114430.0,1.0000
1677.0,126487.0,0.0000
102686.0,25734.0,0.0000
73703.0,20256.0,0.0000
38966.0,75280.0,0.0000
9386.0,60157.0,0.0000
80525.0,95952.0,0.0000
33351.0,77292.0,0.0000
70035.0,20634.0,0.0000
112638.0,76882.0,1.0000
99825.0,115510.0,1.0000
25483.0,70231.0,0.0000
96186.0,88982.0,0.0000
29258.0,131813.0,0.0000
118760.0,36789.0,1.0000
84024.0,116885.0,0.0000
121399.0,109192.0,0.0000
18339.0,76989.0,0.0000
385.0,44344.0,1.0000
92297.0,12622.0,1.0000
49391.0,48049.0,1.0000
66036.0,128095.0,1.0000
105595.0,90272.0,1.0000
102043.0,132312.0,0.0000
74084.0,97372.0,1.0000
132282.0,58666.0,0.0000
88715.0,12466.0,1.0000
29403.0,123345.0,0.0000
18236.0,75852.0,0.0000
88216.0,109733.0,1.0000
62116.0,109363.0,1.0000
41554.0,51027.0,0.0000
28317.0,101095.0,1.0000
16877.0,81625.0,1.0000
44070.0,107711.0,1.0000
41425.0,63346.0,1.0000
63398.0,43781.0,0.0000
123834.0,114762.0,0.0000
51933.0,78549.0,0.0000
82373.0,18242.0,1.0000
101811.0,27943.0,0.0000
117811.0,117140.0,0.0000
61115.0,40444.0,0.0000
84122.0,92790.0,1.0000
132445.0,60957.0,0.0000
85420.0,74172.0,0.0000
61462.0,115335.0,1.0000
63299.0,72658.0,0.0000
46400.0,70854.0,0.0000
123243.0,120187.0,1.0000
116866.0,116894.0,1.0000
118749.0,57989.0,1.0000
51631.0,83835.0,0.0000
128641.0,18533.0,0.0000
77783.0,114192.0,0.0000
65114.0,104391.0,0.0000
118743.0,9979.0,0.0000
57375.0,109386.0,1.0000
26994.0,103120.0,0.0000
132173.0,107805.0,0.0000
33402.0,71727.0,1.0000
29798.0,112343.0,0.0000
103120.0,84007.0,0.0000
91015.0,82130.0,0.0000
81477.0,42505.0,1.0000
114844.0,120185.0,0.0000
21505.0,22171.0,0.0000
32595.0,68921.0,0.0000
87133.0,87520.0,1.0000
24969.0,101495.0,1.0000
73589.0,60642.0,0.0000
96570.0,86364.0,0.0000
28516.0,53213.0,1.0000
106274.0,8583.0,0.0000
52762.0,25763.0,0.0000
43227.0,70637.0,0.0000
13114.0,84319.0,1.0000
1801.0,54856.0,0.0000
37479.0,54350.0,0.0000
87214.0,130165.0,0.0000
95822.0,112750.0,1.0000
14287.0,65989.0,1.0000
11580.0,120454.0,0.0000
62459.0,100717.0,1.0000
114785.0,77617.0,0.0000
31756.0,83056.0,0.0000
